10:15:07.659905,48
10:15:07.660563,48
10:15:07.661855,48
10:15:07.663167,48
10:15:07.664301,49
10:15:07.668024,48
10:15:07.668187,49
10:15:07.668342,48
10:15:07.668479,49
10:15:07.668621,48
10:15:07.668752,48
10:15:07.668882,48
10:15:07.669327,48
10:15:07.669645,48
10:15:07.669983,48
10:15:07.670116,48
10:15:07.670283,49
10:15:07.670544,48
10:15:07.673015,48
10:15:07.673298,48
10:15:07.675072,49
10:15:07.677125,49
10:15:07.679405,49
10:15:07.679760,49
10:15:07.681144,49
10:15:07.683734,48
10:15:07.686035,48
10:15:07.689280,48
10:15:07.690162,48
10:15:07.691868,48
10:15:07.735695,48
10:15:07.736947,48
10:15:07.738668,48
10:15:07.742493,48
10:15:07.744327,48
10:15:07.744536,48
10:15:07.744744,49
10:15:07.744909,49
10:15:07.745037,49
10:15:07.745152,49
10:15:07.745349,49
10:15:07.745555,49
10:15:07.745844,49
10:15:07.746067,49
10:15:07.746267,48
10:15:07.746482,48
10:15:07.747413,48
10:15:07.747626,48
10:15:07.748007,48
10:15:07.748127,48
10:15:07.748241,48
10:15:07.748360,48
10:15:07.748480,48
10:15:07.748618,49
10:15:07.748791,48
10:15:07.748910,48
10:15:07.749142,48
10:15:07.749744,48
10:15:07.749883,48
10:15:07.750947,48
10:15:07.752060,49
10:15:07.754824,49
10:15:07.756152,49
10:15:07.758513,48
10:15:07.760571,48
10:15:07.760777,49
10:15:07.764568,48
10:15:07.767016,48
10:15:07.767340,49
10:15:07.769584,48
10:15:07.770682,48
10:15:07.773660,48
10:15:07.775997,49
10:15:07.777645,49
10:15:07.779680,49
10:15:07.780970,49
10:15:07.782556,49
10:15:07.784967,49
10:15:07.787734,48
10:15:07.788569,48
10:15:07.792270,48
10:15:07.792696,48
10:15:07.795465,48
10:15:07.797955,49
10:15:07.798194,49
10:15:07.801271,48
10:15:07.802584,48
10:15:07.805040,48
10:15:07.807342,49
10:15:07.810226,49
10:15:07.811418,49
10:15:07.813343,49
10:15:07.814635,49
10:15:07.817429,49
10:15:07.819956,48
10:15:07.820217,48
10:15:07.823228,48
10:15:07.823671,48
10:15:07.827327,49
10:15:07.827503,49
10:15:07.830436,49
10:15:07.832372,49
10:15:07.834592,49
10:15:07.837372,49
10:15:07.837928,48
10:15:07.842317,49
10:15:07.842709,49
10:15:07.844347,48
10:15:07.844766,48
10:15:07.847505,48
10:15:07.849326,48
10:15:07.851048,48
10:15:07.854467,49
10:15:07.854752,48
10:15:07.858977,48
10:15:07.859422,49
10:15:07.861613,48
10:15:07.863845,48
10:15:07.865822,48
10:15:07.868142,49
10:15:07.868380,48
10:15:07.873925,48
10:15:07.874306,49
10:15:07.874615,49
10:15:07.882880,49
10:15:07.893870,49
10:15:07.895002,48
10:15:07.897988,49
10:15:07.905623,49
10:15:07.906125,48
10:15:07.906381,49
10:15:07.906847,49
10:15:07.907059,49
10:15:07.908043,48
10:15:07.908316,48
10:15:07.908573,49
10:15:07.908830,49
10:15:07.912222,48
10:15:07.912492,49
10:15:07.912729,49
10:15:07.913159,48
10:15:07.913935,48
10:15:07.914173,48
10:15:07.914461,48
10:15:07.915794,48
10:15:07.918192,49
10:15:07.919777,48
10:15:07.920539,48
10:15:07.923163,48
10:15:07.927282,48
10:15:07.928315,48
